ID,Ente di riferimento,Dipartimento,Altri enti,Nome Progetto (Codice univoco a cura del compilatore),risultati,luogo,LAT_WGS84,LON_WGS84,livello (M=città metrop; C=comune; S=sito),principali dati oggetto della ricerca a disposizione,formato del dato,Tipologia di sito,Crierio di scelta del sito,altre info monitorate di cui si possiede dato,Taxon monitorato (1),Componente monitorata (1),Anni di riferimento (dal 2010 in avanti),vista streetview
UNITO86,Università degli Studi di Torino,,,UNITO_MoVITo,monitoraggio in corso,Venaria_Parco Naturale La Mandria,45.14582,7.59733,,,GIS; excel,Area verde,Gradiente di naturalità aree verdi urbane-perurbane,"Composizione specifica, ricchezza e abbondanze",Vegetazione; apoidei; lepidotteri,Ricchezza specifica; abbondanze,2022,
CNR1,CNR,CNR_IRET_SestoFiorentino,,Rivers_with_beavers,Reappearance of the Eurasian beaver Castor fiber L. in Tuscany (Central Italy): the success of unauthorised releases? (italian-journal-of-mammalogy.it),Sansepolcro_Arezzo,43.56529,12.12054,,,excel,Naturale,Presenza della specie di interesse,"qualità chimico-fisica delle acque, temperature, precipitazioni e macroinvertebrati",Castor_fiber,Abbondanza e distribuzione,2021-2022,
CNR2,CNR,CNR_IRET_SestoFiorentino,,Rivers_with_beavers,Mori et al_Redia 104_2021_definitivo.pdf,Città_Di_Castello_Perugia,43.45250,12.23833,,,excel,Urbano e naturale,Presenza della specie di interesse,"Land use, temperature, precipitazioni",Castor_fiber,Abbondanza e distribuzione,2021-2022,
CNR3,CNR,CNR_IRET_SestoFiorentino,,BioBlitz_permanente,https://redia.it/images/stories/pdf2021/Menchetti_et_al_R%E2%80%ABedia_104_2021_definitivo.pdf; https://doaj.org/article/1eb31d94d17141419d4f85d2e7bc26ab; https://d1wqtxts1xzle7.cloudfront.net/47566926/Checklist_of_Amphibians_and_Reptiles_in_20160727-3709-rp2ayn-with-cover-page-v2.pdf?Expires=1650485381&Signature=GnmcpMauJbuW5bm07phERWPH9HLy3SIGP5JK-KK0mJe31uPOvweVb8UYoH2ytpzBGMkXlR4zn7ZsQ9AGkMolT3Fq0KBla8wmygauretcpmIgmjmseaxTC9QTVNXTmm3xN3EzBqmnZH2T~t3mEEjwUvjGIcN553eetG3sjmb9oNY2-DmAx-4cySCVNBdaFlsWSpbylg~cx4EtfeLGStK3VVn3IxfvJKbBYqtm6PFNXRi1mn-570zrW1uAiV56LkZZ8tUJ6kQWXAwug~wr4PjZCq~pdnXXka8zy97YiFfcJHywAUxHlMG4gSUtF173c6YhK5s4tYHWhs5fB8GaYB-FhA__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,Prata_Grosseto,43.08329,10.98645,,,excel,Urbano e naturale,Area Protetta (SIC),"Land use, temperature, precipitazioni",Vertebrati e insetti,Abbondanza e distribuzione,2010-2022,
CNR4,CNR,CNR_IRET_SestoFiorentino,,Lucanus,https://redia.it/images/stories/pdf2021/Menchetti_et_al_R%E2%80%ABedia_104_2021_definitivo.pdf; https://doaj.org/article/1eb31d94d17141419d4f85d2e7bc26ab; https://d1wqtxts1xzle7.cloudfront.net/47566926/Checklist_of_Amphibians_and_Reptiles_in_20160727-3709-rp2ayn-with-cover-page-v2.pdf?Expires=1650485381&Signature=GnmcpMauJbuW5bm07phERWPH9HLy3SIGP5JK-KK0mJe31uPOvweVb8UYoH2ytpzBGMkXlR4zn7ZsQ9AGkMolT3Fq0KBla8wmygauretcpmIgmjmseaxTC9QTVNXTmm3xN3EzBqmnZH2T~t3mEEjwUvjGIcN553eetG3sjmb9oNY2-DmAx-4cySCVNBdaFlsWSpbylg~cx4EtfeLGStK3VVn3IxfvJKbBYqtm6PFNXRi1mn-570zrW1uAiV56LkZZ8tUJ6kQWXAwug~wr4PjZCq~pdnXXka8zy97YiFfcJHywAUxHlMG4gSUtF173c6YhK5s4tYHWhs5fB8GaYB-FhA__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,Prata_Grosseto,43.08329,10.98645,,,excel,Urbano,Area Protetta (SIC),"Land use, temperature, precipitazioni",Lucanus_cervus,Population_trend,2000-2022,
CNR5,CNR,CNR_IRET_SestoFiorentino,,Check_urban_porcupine,_,Roma,41.90033,12.49196,,,excel,Urbano e naturale,Presenza della specie di interesse,"Land use, temperature, precipitazioni",Hystrix_cristata,Abbondanza e distribuzione,2000-2022,
CNR6_1,CNR,CNR_IRET_SestoFiorentino,,Check_urban_porcupine,Suburban ecology of the crested porcupine in a heavily poached area: a global approach | SpringerLink,Firenze,43.81773,11.37003,,,excel,Urbano e naturale,Presenza della specie di interesse,"Land use, temperature, precipitazioni",Hystrix_cristata,"Abbondanza, idoneità ambientale e distribuzione",1991-2022,
CNR6_2,CNR,CNR_IRET_SestoFiorentino,,Check_urban_porcupine,Suburban ecology of the crested porcupine in a heavily poached area: a global approach | SpringerLink,Siena,43.30831,11.33008,,,excel,Urbano e naturale,Presenza della specie di interesse,"Land use, temperature, precipitazioni",Hystrix_cristata,"Abbondanza, idoneità ambientale e distribuzione",1991-2022,
CNR7,CNR,CNR_IRET_SestoFiorentino,,Porcupine_and_climate_change,_,San_Casciano_VP_Florence,43.65648,11.18346,,,excel,Naturale,Livello di siccità 2022,"Land use, temperature, precipitazioni",Hystrix_cristata e Sambucus_nigra_L,Impatto cambiamento climatico,2022,
CNR8,CNR,CNR_IRET_SestoFiorentino,,Nyctalus,_,Cervia_Ravenna,44.26228,12.34654,,,excel,Urbano,Area di riproduzione unica in Italia,"Land use, impianto di verde urbano",Nyctalus_noctula,Impatto di specie aliene,2001-2021,
CNR9,CNR,CNR_IRET_SestoFiorentino,,Chalcides,_,Piombino_Livorno,42.92799,10.54744,,,excel,Urbano,Area portuale,Land use,Chalcides_ocellatus,"Abbondanza, genetica, distribuzione",2021-2022,
CNR10,CNR,CNR_IRET_SestoFiorentino,,ParrotNET,[PDF] Population counts and potential impact of two successful invaders in a town of Northern Italy: the case of ring-necked parakeet and Alexandrine parakeet in Reggio Emilia | Semantic Scholar,Reggio_Emilia,44.70226,10.63053,,,excel,Urbano,Presenza della specie di interesse,"Land use, impianto di verde urbano",Psittacula_krameri; Psittacula_eupatria,"Abbondanza, distribuzione e impatti",2008-2022,
CNR11,CNR,CNR_IRET_SestoFiorentino,,ParrotNET,Loud callings limit human tolerance towards invasive parakeets in urban areas | SpringerLink,Roma,41.90033,12.49196,,,excel,Urbano,Presenza della specie di interesse,"Land use, impianto di verde urbano",Psittacula_krameri; Psittacula_eupatria; Myiopsitta_monachus,"Abbondanza, distribuzione e impatti",1975-2021,
CNR12,CNR,CNR_IRET_SestoFiorentino,,ParrotNET,Loud callings limit human tolerance towards invasive parakeets in urban areas | SpringerLink,Florence,43.78059,11.22836,,,excel,Urbano,Presenza della specie di interesse,"Land use, impianto di verde urbano",Psittacula_krameri,Abbondanza e distribuzione,1987-2022,
CNR13,CNR,CNR_IRET_SestoFiorentino,,ParrotNET,_,Empoli,43.71789,10.94778,,,excel,Urbano,Presenza della specie di interesse,"Land use, impianto di verde urbano",Psittacula_krameri,Abbondanza e distribuzione,2022,
CNR14,CNR,CNR_IRET_SestoFiorentino,,PaysandItaly,_,Florence,43.78059,11.22836,,,excel,Urbano,Presenza della specie di interesse,"Land use, specie del verde urbano",Paysandisia_archon,Abbondanza e distribuzione,2021-2022,
CNR15,CNR,CNR_IRET_SestoFiorentino,,Eutamias,Coming in like a wrecking-ball: are native Eurasian red squirrels displacing invasive Siberian chipmunks? A study from an urban park | SpringerLink,Valeggio_sul_Mincio,43.35469,10.73438,,,excel,Urbano e naturale,Bosco urbano,"Land use, specie del verde urbano",Eutamias_sibiricus; Sciurus_vulgaris,"Abbondanza, distribuzione e impatti",2017_2019,
CNR16,CNR,CNR_IRET_SestoFiorentino,,Micromys,_,Fucecchio,43.73045,10.80441,,,excel,Naturale,Porzione più meridionale dell'areale,"Land use, temperature, precipitazioni",Micromys_minutus,Abbondanza,2021,
CNR17,CNR,CNR_IRET_SestoFiorentino,,Wolf,_,"Fucecchio, Montelupo, Empoli",43.72795,10.80672,,,excel,Urbano,Livello di urbanizzazione,Land use,Canidae,Presenza e alimentazione,2020-2022,
CNR18,CNR,CNR_IRET_SestoFiorentino,,Myocastor,_,Parco_Serravalle_Empoli,43.71789,10.94778,,,excel,Urbano,Livello di urbanizzazione in area fluviale,Land use,Myocastor_coypus,Abbondanza,2022,
CNR19,CNR,CNR_IRET_Porano,,,http://dx.doi.org/10.1016/j.agrformet.2016.11.004,Real_Bosco_di_Capodimonte_Napoli,40.87408,14.25039,,,"excel, matlab",Urbano,Bosco urbano,"Land use, temperature, precipitazioni, concentrazioni gas",Piante,"Flussi CO2, H2O",2014-2019,
CNR20,CNR,CNR_IRET_Montelibretti,,,https://www.sciencedirect.com/science/article/abs/pii/S0269749120319722,Real_Bosco_di_Capodimonte_Napoli,40.87408,14.25039,,,"excel, matlab",Urbano,Bosco urbano,"Land use, temperature, precipitazioni, concentrazioni gas",Piante,Flussi PM,2014-2019,
CNR21,CNR,CNR_IRET_SestoFiorentino,,LIFE AIRFRESH,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiPx9_nuLT3AhV1hv0HHUdBCQYQFnoECAMQAQ&url=https%3A%2F%2Fwww.life-airfresh.eu%2F&usg=AOvVaw1u3vwTtmxAgW3kEOHveOoB,San Bartolo a Cintoia_Firenze,43.77695,11.19098,,,excel,Urbano,Bosco urbano,"Land use, temperatura, umidità, concentrazioni inquinanti","Specie arboree, vertebrati terrestri (mammiferi, uccelli, rettili), invertebrati acquatici e stigobi","Concentrazioni O3, NO2, PM10, PM2.5, CO2; Abbondanza per i vertebrati",2022-2025,
CNR22,CNR,CNR_IBE_IRET_Roma_Montelibretti,,"ICOS, MOTTLES",https://doi.org/10.18140/FLX/1440233,Tenuta Presidenziale di Castelporziano,41.70427,12.35729,,,"excel, matlab",Urbano e naturale,Ecosistemi Mediterranei,"Land use, temperature, precipitazioni, concentrazioni e flussi di gas sera e inquinanti",Specie arboree e arbustive mediterranee,"Flussi CO2, H2O, O3, NOx, VOCs",2012-2022,
CNR23,CNR,CNR_IRET_Pisa,,PRIN EUFORICC,https://doi.org/10.1016/j.plaphy.2021.12.030,Pisa,43.71300,10.40961,,,excel,Urbano,Presenza specie di interesse urbano e dati su inquinanti atmosferici,"inquinanti atmosferici da capannine ARPAT (PM10, PM2.5, NO2), dati meteo e proprietà fisico-chimiche del suolo",Specie arboree e arbustive,Parametri ecofisiologici/bioindicatori,2019-2020,
CNR24,CNR,CNR_IRET_Pisa,,PRIN EUFORICC,https://doi.org/10.1016/j.plaphy.2021.12.031,Pisa,43.72658,10.39964,,,excel,Peri-urbano,Presenza specie di interesse urbano e dati su inquinanti atmosferici,"inquinanti atmosferici da capannine ARPAT (PM10, PM2.5, NO2), dati meteo e proprietà fisico-chimiche del suolo",Specie arboree e arbustive,Parametri ecofisiologici/bioindicatori,2019-2020,
CNR25,CNR,CNR_IRET_Pisa,,PRIN EUFORICC,_,Livorno,43.55373,10.32870,,,excel,Gradiente urbano-periurbano-naturale,Presenza specie di interesse urbano e dati su inquinanti atmosferici,"inquinanti atmosferici da capannine ARPAT (PM10, PM2.5, NO2)",Specie arboree e arbustive,Parametri ecofisiologici/bioindicatori,2019-2020,
CNR26,CNR,CNR_IRET_Porano,,CISA,,Taranto,40.49091,17.22393,,,excel,Urbano,Presenza specie di interesse urbano e dati su inquinanti atmosferici,"inquinanti atmosferici da capannine ARPAP (PM10, PM2.5, NO2)",Specie arboree,Parametri ecofisiologici/bioindicatori,2022,
CNR27,CNR,CNR_IRET_Porano,,ProGireg,,Torino,45.00861,7.63949,,,excel,Urbano,Presenza specie di interesse urbano e dati su inquinanti atmosferici,PM,Specie arboree,Parametri biometrici,2019,
CNR28,CNR,CNR_IRET_Pisa,,Parco MSRM,-,Parco Regionale Migliarino - San Rossore - Massaciuccoli,43.73980,10.33102,S,"MONITORAGGIO DELLA QUALITÀ CHIMICO FISICA DEI TERRENI AGRICOLI E NELLE AREE DI CONTROLLO, IN RIFERIMENTO AL CAMBIAMENTO CLIMATICO",Excel,Agricolo,Land use change - Management practises,management dei siti agricoli - Monitoraggio in 18 aree diverse del Parco MSRM,-,QUALITÀ CHIMICO FISICA DEI TERRENI AGRICOLI E NELLE AREE DI CONTROLLO,2019 - 2021,
CNR29,CNR,CNR_IRET_Pisa,,Collaboration Agreement JRC-Pisa Research Ecosystem,in corso,Parco Regionale Migliarino - San Rossore - Massaciuccoli,43.73201,10.29093,S,soil health and carbon stock - GHG fluxes,Excel,Naturale,Dati sui flussi di CO2 e H2O in ecosistema mediterraneo,"C stock suolo - Proprietà fisiche, chimiche, biochimiche del suolo -",Specie arboree e arbustive,Relazioni suolo-pianta-atmosfera,2021- in corso,
CNR30,CNR,CNR_IRET_Pisa,,Madonna dell'Acqua,https://doi.org/10.1007/s11356-019-06836-x,Comune di San Giuliano Terme (Pisa),43.74288,10.36887,S,Intervento di fitorimedio su sito contaminato da metalli pesanti e idrocarburi,Excel,Urbano/Periurbano,Intervento di fitorimedio a scala reale,"Contamination, agronomic and functional soil recovery","Populus nigra L., Paulownia tomentosa Steud. and Cytisus scoparius L.",Parametri biometrici,2007 - 2012,
CNR31,CNR,CNR_IRET_Pisa,,Madonna dell'Acqua - Area Galli,https://doi.org/10.1080/15226514.2015.1109595,Comune di San Giuliano Terme (Pisa),43.74323,10.36841,S,"Intervento di fitorimedio su sito contaminato da metalli pesanti, idrocarburi e PCB",Excel,Urbano/Periurbano,Intervento di fitorimedio a scala reale,Temperatura e Umidità dell'aria,"Populus nigra L., Paulownia tomentosa Steud. and Cytisus scoparius L.",Parametri biometrici,2007 - 2012,
CNR32,CNR,CNR-IRET_porano,,PRIN_EUFORICC,_,Napoli,40.87408,14.25039,,Urbano,GIS,Urbano,bassa copertura arborea,"land use, tree cover, meteo",piante,temperatura umidita aria,2020,
CNR33,CNR,CNR-IRET_porano,,PRIN_EUFORICC,,Terni,42.56362,12.64266,,,gis,Urbano,gradiente urbanizzazione,"land use, tree cover, meteo",piante,dispersione pm,2012,
CNR34,CNR,CNR-IRET_porano,,PRIN_EUFORICC,,Terni,42.56362,12.64266,,,excel,urbano,aree verdi,"land use, tree cover, meteo, inquinanti aria",piante,deposizioni e morfologie fogliari,2019,
UNINA1,Università degli Studi di Napoli Federico II,DIB,,UNINA_INVAVOL,https://academic.oup.com/aobpla/article/10/1/ply002/4812671?login=false,"Campus di Monte Sant'Angelo, Napoli",40.50130,14.11010,,,-,Urbano,Presenza specie target (Silene latifolia),,Piante,Morfometria,2018,
UNINA2,Università degli Studi di Napoli Federico II,DIB,,UNINA_INVAVOL,https://academic.oup.com/aobpla/article/10/1/ply002/4812671?login=false,"Campus di Monte Sant'Angelo, Napoli",40.50130,14.11010,,,-,Urbano,Presenza specie target (Silene latifolia),,Piante,Successo riproduttivo,2018,
UNINA3,Università degli Studi di Napoli Federico II,DIB,,UNINA_INVAVOL,https://onlinelibrary.wiley.com/doi/abs/10.1111/plb.12985,"Campus di Monte Sant'Angelo, Napoli",40.50120,14.10580,,,-,Urbano,Area sperimentale per coltivazione Brassica rapa,,Piante,Insetti visitatori,2019,
UNINA4,Università degli Studi di Napoli Federico II,DIB,,,https://www.tandfonline.com/doi/abs/10.1080/17550874.2017.1354093,"Campus di Monte Sant'Angelo, Napoli",40.50270,14.10570,,,-,Urbano,Presenza specie target (Spiranthes spiralis),,Piante,Morfometria,2017,
UNINA5,Università degli Studi di Napoli Federico II,DIB,,,https://www.tandfonline.com/doi/abs/10.1080/17550874.2017.1354093,"Campus di Monte Sant'Angelo, Napoli",40.50270,14.10570,,,-,Urbano,Presenza specie target (Spiranthes spiralis),,Piante,Successo riproduttivo,2017,
UNINA6,Università degli Studi di Napoli Federico II,DIB,,UNINA_INVAVOL,https://onlinelibrary.wiley.com/doi/abs/10.1111/eea.12337,"Campus di Monte Sant'Angelo, Napoli",40.50130,14.11010,,,-,Urbano,Presenza specie target (Silene latifolia),,Piante,Morfometria,2015,
UNINA7,Università degli Studi di Napoli Federico II,DIB,,UNINA_INVAVOL,https://onlinelibrary.wiley.com/doi/abs/10.1111/eea.12337,"Campus di Monte Sant'Angelo, Napoli",40.50130,14.11010,,,-,Urbano,Presenza specie target (Silene latifolia),,Piante,Fenologia,2015,
UNINA8,Università degli Studi di Napoli Federico II,DIB,,UNINA_INVAVOL,https://onlinelibrary.wiley.com/doi/abs/10.1111/eea.12337,"Campus di Monte Sant'Angelo, Napoli",40.50130,14.11010,,,-,Urbano,Presenza specie target (Silene latifolia),,Piante,Successo riproduttivo,2015,
UNINA9,Università degli Studi di Napoli Federico II,DIB,,,https://onlinelibrary.wiley.com/doi/full/10.1111/jeb.12216,"Cuma, Napoli",40.52166,14.02511,,,-,Periurbano,Presenza specie target (Ophrys sphegodes),,Piante,Insetti visitatori,2013,
UNINA10,Università degli Studi di Napoli Federico II,DIB,,,https://onlinelibrary.wiley.com/doi/full/10.1111/jeb.12216,"Cuma, Napoli",40.52166,14.02511,,,-,Periurbano,Presenza specie target (Ophrys exaltata),,Piante,Insetti visitatori,2013,
UNINA11,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte di Procida , Napoli",40.80937,14.04479,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Morfometria,2018-2022,
UNINA12,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte di Procida , Napoli",40.80937,14.04479,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,VOCs,2018-2022,
UNINA13,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte di Procida , Napoli",40.80937,14.04479,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Impollinatori,2018-2022,
UNINA14,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte di Procida , Napoli",40.80937,14.04479,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Successo riproduttivo,2018-2022,
UNINA15,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte di Procida , Napoli",40.80937,14.04479,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Erbivoria,2018-2022,
UNINA16,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte di Procida , Napoli",40.80937,14.04479,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Contenuto glicosinolati,2018-2022,
UNINA17,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Lacco Ameno, Ischia, Napoli",40.75163,13.89662,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Morfometria,2018-2022,
UNINA18,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Lacco Ameno, Ischia, Napoli",40.75163,13.89662,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,VOCs,2018-2022,
UNINA19,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Lacco Ameno, Ischia, Napoli",40.75163,13.89662,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Impollinatori,2018-2022,
UNINA20,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Lacco Ameno, Ischia, Napoli",40.75163,13.89662,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Successo riproduttivo,2018-2022,
UNINA21,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Lacco Ameno, Ischia, Napoli",40.75163,13.89662,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Erbivoria,2018-2022,
UNINA22,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Lacco Ameno, Ischia, Napoli",40.75163,13.89662,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Contenuto glicosinolati,2018-2022,
UNINA23,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte Epomeo, Ischia, Napoli",40.73007,13.89533,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Morfometria,2018-2022,
UNINA24,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte Epomeo, Ischia, Napoli",40.73007,13.89533,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,VOCs,2018-2022,
UNINA25,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte Epomeo, Ischia, Napoli",40.73007,13.89533,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Impollinatori,2018-2022,
UNINA26,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte Epomeo, Ischia, Napoli",40.73007,13.89533,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Successo riproduttivo,2018-2022,
UNINA27,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte Epomeo, Ischia, Napoli",40.73007,13.89533,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Erbivoria,2018-2022,
UNINA28,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Monte Epomeo, Ischia, Napoli",40.73007,13.89533,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Contenuto glicosinolati,2018-2022,
UNINA29,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Cuma, Napoli",40.85048,14.04994,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Morfometria,2018-2022,
UNINA30,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Cuma, Napoli",40.85048,14.04994,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,VOCs,2018-2022,
UNINA31,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Cuma, Napoli",40.85048,14.04994,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Impollinatori,2018-2022,
UNINA32,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Cuma, Napoli",40.85048,14.04994,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Successo riproduttivo,2018-2022,
UNINA33,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Cuma, Napoli",40.85048,14.04994,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Erbivoria,2018-2022,
UNINA34,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Cuma, Napoli",40.85048,14.04994,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Contenuto glicosinolati,2018-2022,
UNINA35,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Meta di Sorrento, Napoli",40.64865,14.40826,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Morfometria,2018-2022,
UNINA36,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Meta di Sorrento, Napoli",40.64865,14.40826,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,VOCs,2018-2022,
UNINA37,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Meta di Sorrento, Napoli",40.64865,14.40826,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Impollinatori,2018-2022,
UNINA38,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Meta di Sorrento, Napoli",40.64865,14.40826,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Successo riproduttivo,2018-2022,
UNINA39,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Meta di Sorrento, Napoli",40.64865,14.40826,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Erbivoria,2018-2022,
UNINA40,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Meta di Sorrento, Napoli",40.64865,14.40826,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Contenuto glicosinolati,2018-2022,
UNINA41,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Coroglio, Napoli",40.79837,14.17585,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Morfometria,2018-2022,
UNINA42,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Coroglio, Napoli",40.79837,14.17585,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,VOCs,2018-2022,
UNINA43,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Coroglio, Napoli",40.79837,14.17585,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Impollinatori,2018-2022,
UNINA44,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Coroglio, Napoli",40.79837,14.17585,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Successo riproduttivo,2018-2022,
UNINA45,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Coroglio, Napoli",40.79837,14.17585,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Erbivoria,2018-2022,
UNINA46,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Coroglio, Napoli",40.79837,14.17585,,,-,Urbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Contenuto glicosinolati,2018-2022,
UNINA47,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Scala Fenicia, Capri, Napoli",40.55636,14.22824,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,Morfometria,2018-2022,
UNINA48,Università degli Studi di Napoli Federico II,DIB,,UNINA_Genpoll,Unpublished (progetto in corso),"Scala Fenicia, Capri, Napoli",40.55636,14.22824,,,-,Periurbano,Presenza specie target (Brassica incana),"Composizione suolo, temperatura, luminosità",Piante,VOCs,2018-2022,
